timestamp,uid,src_ip,src_port,dest_ip,dest_port,protocol,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,label
1540472494.191783,CAOq8i3svbVXkWbZD3,192.168.1.132,60468,216.239.35.4,123,udp,-,0.114417,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540472539.348081,C3yNIb4bmZB9PGimj8,192.168.1.132,47872,216.239.35.8,123,udp,-,0.017238,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540472502.078251,CZa3qT1YOqrDnum2ud,192.168.1.132,1900,239.255.255.250,1900,udp,-,50.868027,3768,0,S0,-,-,0,D,12,4104,0,0,-   benign   -
1540473275.464119,C505sa1jNFFexpP6a3,192.168.1.132,40117,216.239.35.12,123,udp,-,0.269349,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540473431.620666,Cx8IgN3iIIlwEhtIg3,192.168.1.132,56414,2.16.60.139,443,tcp,-,0.003495,0,0,SF,-,-,0,ShAFf,5,212,3,144,-   benign   -
1540473431.583954,Cv2jEb1aOYScmCnL5g,192.168.1.132,44519,192.168.1.1,53,udp,dns,0.036214,34,311,SF,-,-,0,Dd,1,62,1,339,-   benign   -
1540472614.499427,C025uM1dmPB9pqTkP9,192.168.1.132,1900,239.255.255.250,1900,udp,-,1480.810378,52752,0,S0,-,-,0,D,168,57456,0,0,-   benign   -
1540474331.823843,CaUj5SqM6MzuzRMn2,192.168.1.132,53408,2.16.60.82,443,tcp,-,0.003496,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
1540474331.623219,CRpfqB3kixgb3iGKY2,192.168.1.132,35624,192.168.1.1,53,udp,dns,0.200137,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540474466.832336,C1SR67La2smGPXQgl,192.168.1.132,37547,216.239.35.0,123,udp,-,0.109694,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540474595.043308,C9rfg3DPGazGisG8f,192.168.1.132,42661,216.239.35.4,123,udp,-,0.116179,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540474660.224139,C4ZMI03YRLJpGsS1Gk,192.168.1.132,58337,216.239.35.8,123,udp,-,0.016732,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540475231.950154,CB0DUp1dWFoiXeHlk6,192.168.1.132,53409,2.16.60.82,443,tcp,-,3.000292,0,0,SF,-,-,0,ShAFf,6,276,2,92,-   benign   -
1540475231.829978,CaL5Zl1IYbzg8TOvN1,192.168.1.132,37762,192.168.1.1,53,udp,dns,0.119679,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540474155.445242,CTIWJf3d4syOW81YAb,192.168.1.132,1900,239.255.255.250,1900,udp,-,1032.879228,37680,0,S0,-,-,0,D,120,41040,0,0,-   benign   -
1540475249.018951,Chp7Wb6fF9MF6uU2k,192.168.1.132,1900,239.255.255.250,1900,udp,-,50.830580,3768,0,S0,-,-,0,D,12,4104,0,0,-   benign   -
1540475357.340566,CG5S7F4VEBuoeB9Xs9,192.168.1.132,60830,216.239.35.12,123,udp,-,0.270102,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540475359.960583,Cnb06s1Znjnung2qr1,192.168.1.132,1900,239.255.255.250,1900,udp,-,322.370929,13188,0,S0,-,-,0,D,42,14364,0,0,-   benign   -
1540476124.983569,C9jU4h471UjRdSSze7,192.168.1.132,56812,52.209.221.67,80,tcp,http,0.089448,1847,1539,SF,-,-,0,ShADadtfF,7,2151,7,1831,-   benign   -
1540476125.075766,CajqPf45nI4XZfNi5g,192.168.1.132,60410,52.215.95.120,80,tcp,http,0.114934,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-   benign   -
1540476124.798177,Cgy2EYobRk1smi0hl,192.168.1.132,44113,192.168.1.1,53,udp,dns,0.180398,37,179,SF,-,-,0,Dd,1,65,1,207,-   benign   -
1540476124.979321,CybtIqpihamUF9ei8,192.168.1.132,55180,192.168.1.1,53,udp,dns,0.003752,37,442,SF,-,-,0,Dd,1,65,1,470,-   benign   -
1540476125.073768,C8WJCQ1wdWmWNRp7V2,192.168.1.132,52508,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-   benign   -
1540476125.074767,Ce9nf72uGYrBAnGtGh,192.168.1.132,57276,192.168.1.1,53,udp,dns,0.000750,37,132,SF,-,-,0,Dd,1,65,1,160,-   benign   -
1540476135.012856,CtywZo2EMLbcogHDwk,192.168.1.132,53412,2.16.60.82,443,tcp,-,0.003496,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
1540476134.950397,CI6HqI2pPt4MYd9lj,192.168.1.132,50702,192.168.1.1,53,udp,dns,0.061961,34,311,SF,-,-,0,Dd,1,62,1,339,-   benign   -
1540476614.709889,C1ozz8kKX3LS4aswk,192.168.1.132,58852,216.239.35.0,123,udp,-,0.109678,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540476757.919723,C8fHZ41GZZozesCiqj,192.168.1.132,48147,216.239.35.4,123,udp,-,0.114433,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540476804.080158,CqdhaF5xvBFSNGHk1,192.168.1.132,45244,216.239.35.8,123,udp,-,0.016723,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540477035.058426,Cs1K323K1jOQi2kUT9,192.168.1.132,56420,2.16.60.139,443,tcp,-,0.003248,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
1540477035.015706,C2KkwA4bb6Zm15LMAi,192.168.1.132,52447,192.168.1.1,53,udp,dns,0.042224,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540475744.953356,CmSPZM1VeGjyWUKnSc,192.168.1.132,1900,239.255.255.250,1900,udp,-,1643.646987,58404,0,S0,-,-,0,D,186,63612,0,0,-   benign   -
1540477474.197539,CqoVrQ2jIdhoxyJ3vi,192.168.1.132,33243,216.239.35.12,123,udp,-,0.269861,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540477502.39921,Cln7FX3jEFbLoh5V76,192.168.1.132,1900,239.255.255.250,1900,udp,-,109.999279,5652,0,S0,-,-,0,D,18,6156,0,0,-   benign   -
1540477935.096245,CquRBf3qPSLrfDZME5,192.168.1.132,56602,2.16.60.139,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-   benign   -
1540477935.060518,CaJTGK251IMHxhAlL5,192.168.1.132,46059,192.168.1.1,53,udp,dns,0.034980,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540478671.568043,C7JXdX2wP6TZ9dU1L6,192.168.1.132,45914,216.239.35.0,123,udp,-,0.109194,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540478835.206048,Cb6hEU29Q51Uh5o4b,192.168.1.132,53596,2.16.60.82,443,tcp,-,0.003498,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
1540478835.098119,Ct5dAw3Xi2Hdys9A96,192.168.1.132,52404,192.168.1.1,53,udp,dns,0.107433,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540478897.777652,CrS9pI2Df9e3pVlaH,192.168.1.132,52156,216.239.35.8,123,udp,-,0.016983,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540478909.806048,CMvpwu3AlLojqV6xC6,192.168.1.132,47693,216.239.35.4,123,udp,-,0.114429,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540479532.01968,CB7ALp4YViqgQDMZI3,192.168.1.132,46724,216.239.35.12,123,udp,-,0.269841,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540479724.840014,Cx7C0rBT2nl5Kjzw8,192.168.1.132,60596,52.215.95.120,80,tcp,http,0.093946,1847,1539,SF,-,-,0,ShADadtfF,7,2151,7,1831,-   benign   -
1540479724.93696,CGTOJt2xNQkobSwysb,192.168.1.132,57000,52.209.221.67,80,tcp,http,0.126426,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-   benign   -
1540479724.795308,CwqJ5D3zVGg6IPW4Ne,192.168.1.132,57927,192.168.1.1,53,udp,dns,0.039463,37,179,SF,-,-,0,Dd,1,65,1,207,-   benign   -
1540479724.835267,C6PJkt3yXlV49l8yrf,192.168.1.132,43483,192.168.1.1,53,udp,dns,0.004250,37,442,SF,-,-,0,Dd,1,65,1,470,-   benign   -
1540479724.934961,CJvZrS2myol5OtCqt,192.168.1.132,47067,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-   benign   -
1540479724.935959,C1UiiY12fggmaaXaJ4,192.168.1.132,51670,192.168.1.1,53,udp,dns,0.000500,37,132,SF,-,-,0,Dd,1,65,1,160,-   benign   -
1540479735.255579,CCX7ye2aClx8tifQvl,192.168.1.132,53599,2.16.60.82,443,tcp,-,0.003250,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-   benign   -
1540479735.208374,Cj88eQ2LLHagBCKrxh,192.168.1.132,59133,192.168.1.1,53,udp,dns,0.046721,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540480635.309043,Cs4qk62UTBa3GY4gwl,192.168.1.132,56607,2.16.60.139,443,tcp,-,0.003745,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-   benign   -
1540480635.257336,CU8GGT1Vu2qt0wFT7g,192.168.1.132,50151,192.168.1.1,53,udp,dns,0.051225,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540480739.387242,CKqaWQ15Z1dHj0zB83,192.168.1.132,54251,216.239.35.0,123,udp,-,0.109680,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540480974.59744,CNlitm1jg4l6KNuTik,192.168.1.132,37639,216.239.35.8,123,udp,-,0.016990,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540481064.704348,C171Dq4TLzzeKADiDg,192.168.1.132,54182,216.239.35.4,123,udp,-,0.114424,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540481535.351819,CPzhwSyOPMNESW6d3,192.168.1.132,53601,2.16.60.82,443,tcp,-,0.003247,0,0,SF,-,-,0,ShAFf,5,212,3,144,-   benign   -
1540481535.310853,CT0eAm3Xg44YRX9sH,192.168.1.132,38186,192.168.1.1,53,udp,dns,0.040470,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540481638.915048,ClBXJo3oiO0YR0tWAj,192.168.1.132,41893,216.239.35.12,123,udp,-,0.272601,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540482435.551159,CbVqMk2OM7jVeueEE5,192.168.1.132,53602,2.16.60.82,443,tcp,-,0.003501,0,0,SF,-,-,0,ShAFaf,4,172,3,132,-   benign   -
1540482435.354029,CH2TLa13mJl9yC5SNe,192.168.1.132,41753,192.168.1.1,53,udp,dns,0.196634,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540482803.287863,Cq4mKCnC3Lf9tGgJe,192.168.1.132,41445,216.239.35.0,123,udp,-,0.109685,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540483123.497131,CqJFee3vA7vjnERW99,192.168.1.132,36649,216.239.35.8,123,udp,-,0.016989,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540483150.54047,CecO7k9WA7LfLfqvg,192.168.1.132,53816,216.239.35.4,123,udp,-,0.114182,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540483324.998282,CVCoG14pyysFPa2kQi,192.168.1.132,60602,52.215.95.120,80,tcp,http,0.094447,1847,1539,SF,-,-,0,ShADadtfF,7,2139,7,1823,-   benign   -
1540483325.095726,CdV7FS1hOxkGuHkTbc,192.168.1.132,57006,52.209.221.67,80,tcp,http,0.113685,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1043,-   benign   -
1540483327.011386,CSiLuw4nkxF0s73csc,192.168.1.132,60787,130.211.67.12,80,tcp,http,0.210379,1595,177,SF,-,-,0,ShADadFf,8,1927,7,469,-   benign   -
1540483324.79241,Ci3Bs7hzpaHFrCNNg,192.168.1.132,43664,192.168.1.1,53,udp,dns,0.200631,37,179,SF,-,-,0,Dd,1,65,1,207,-   benign   -
1540483324.993536,CATNYt2MrpvQjeSp56,192.168.1.132,56163,192.168.1.1,53,udp,dns,0.004000,37,442,SF,-,-,0,Dd,1,65,1,470,-   benign   -
1540483325.093728,C151Up1xUqLv8B0Hbb,192.168.1.132,37627,192.168.1.1,53,udp,dns,0.000500,37,100,SF,-,-,0,Dd,1,65,1,128,-   benign   -
1540483325.094727,CWQP8Y2iiMWt523Gdb,192.168.1.132,33707,192.168.1.1,53,udp,dns,0.000750,37,132,SF,-,-,0,Dd,1,65,1,160,-   benign   -
1540483326.813508,CNemLr3mI0LX4Fuim3,192.168.1.132,60441,192.168.1.1,53,udp,dns,0.197378,41,124,SF,-,-,0,Dd,1,69,1,152,-   benign   -
1540483335.594244,CkLEmT1fURC8GHJ2ke,192.168.1.132,53606,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
1540483335.554268,C7iIFeFqYItiy7AMh,192.168.1.132,47242,192.168.1.1,53,udp,dns,0.039479,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540483717.755425,C3gdCK101egCcEBl3b,192.168.1.132,53489,216.239.35.12,123,udp,-,0.272087,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540484235.635954,C3xu7H3dfM6erO2dWg,192.168.1.132,53607,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-   benign   -
1540484235.596728,CGbbxX37ZJ3wKecWQ6,192.168.1.132,42648,192.168.1.1,53,udp,dns,0.038729,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540484958.127107,CgSR2z419FlNGaLdw4,192.168.1.132,50380,216.239.35.0,123,udp,-,0.109672,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540485135.742827,CPg9Qe2aCDKzySLPTb,192.168.1.132,53608,2.16.60.82,443,tcp,-,0.003496,0,0,SF,-,-,0,ShAFf,5,212,3,144,-   benign   -
1540485135.637638,CzNTXM3U1imdcnKmJd,192.168.1.132,45769,192.168.1.1,53,udp,dns,0.104447,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540485255.336405,CESr2KLztxpxppQUj,192.168.1.132,45150,216.239.35.8,123,udp,-,0.016983,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540485292.390032,Cw1ZIN1i0desF1jJL5,192.168.1.132,51218,216.239.35.4,123,udp,-,0.116177,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540485837.604468,CbvTSQXNjKuylVQBc,192.168.1.132,35257,216.239.35.12,123,udp,-,0.270104,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540486035.853935,CTg5GP1RFoDc9qCMa6,192.168.1.132,53609,2.16.60.82,443,tcp,-,0.003248,0,0,SF,-,-,0,ShAFf,5,212,3,144,-   benign   -
1540486035.746003,CM6UQ44dK8eiArSrN7,192.168.1.132,54613,192.168.1.1,53,udp,dns,0.107436,34,311,SF,-,-,0,Dd,1,62,1,339,-   benign   -
1540486924.852768,CAZatg2a0heEfxcKb,192.168.1.132,57012,52.209.221.67,80,tcp,http,0.089197,1847,1539,SF,-,-,0,ShADadtfF,7,2151,7,1831,-   benign   -
1540486924.944965,CXhlOUOXoJ7S8zmf3,192.168.1.132,60610,52.215.95.120,80,tcp,http,0.109936,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1043,-   benign   -
1540486924.791074,Cvaokoc1T25YZj28i,192.168.1.132,34147,192.168.1.1,53,udp,dns,0.055701,37,179,SF,-,-,0,Dd,1,65,1,207,-   benign   -
1540486924.84727,ChMH0e2fvN8cUweIX9,192.168.1.132,49089,192.168.1.1,53,udp,dns,0.004751,37,442,SF,-,-,0,Dd,1,65,1,470,-   benign   -
1540486924.942967,CvDnkN1kkQfHKzi8s4,192.168.1.132,53949,192.168.1.1,53,udp,dns,0.000498,37,100,SF,-,-,0,Dd,1,65,1,128,-   benign   -
1540486924.943965,CEZ7x546yFc9rzEhe,192.168.1.132,35538,192.168.1.1,53,udp,dns,0.000500,37,132,SF,-,-,0,Dd,1,65,1,160,-   benign   -
1540486935.979179,CJooLB4mbw1ZjTlno4,192.168.1.132,56619,2.16.60.139,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
1540486935.857266,Cv9J6UW3Zde0Tx5oj,192.168.1.132,51998,192.168.1.1,53,udp,dns,0.121426,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540487125.974934,CbrrPu3Fxo0qv6g9Rb,192.168.1.132,33185,216.239.35.0,123,udp,-,0.109928,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540487336.184154,CPNbNp2gKV9loYbdS,192.168.1.132,35056,216.239.35.8,123,udp,-,0.016972,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540487463.301452,Ch8wqd4nHOjfUQlK35,192.168.1.132,39474,216.239.35.4,123,udp,-,0.114174,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540487836.017758,CL13nO3UWBsaZjrmIf,192.168.1.132,56620,2.16.60.139,443,tcp,-,0.004245,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
1540487835.982788,CyY73x2rHmtpzjkgRe,192.168.1.132,41437,192.168.1.1,53,udp,dns,0.034488,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540487907.515523,CGsXjp1bTQH2GJXZm,192.168.1.132,35296,216.239.35.12,123,udp,-,0.269845,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540488736.141826,CdPBh22yxj50qLVxea,192.168.1.132,53614,2.16.60.82,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,5,212,3,144,-   benign   -
1540488736.020914,COabwz2zNQqJyJT5Rj,192.168.1.132,54529,192.168.1.1,53,udp,dns,0.120428,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540489209.887181,CERiia6NZwi9zpFb6,192.168.1.132,41959,216.239.35.0,123,udp,-,0.109433,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540489443.097729,CsIx2M3kgMHJdqycQe,192.168.1.132,47864,216.239.35.8,123,udp,-,0.016987,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540489636.347724,C7jwUioCNPyLt3ZDh,192.168.1.132,53615,2.16.60.82,443,tcp,-,0.003496,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
1540489636.146094,CFCRdlgSVQoe116B9,192.168.1.132,42329,192.168.1.1,53,udp,dns,0.201136,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540489596.215077,COp5my136JURdYPJ67,192.168.1.132,51766,216.239.35.4,123,udp,-,0.114680,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540490044.429854,CtrCsa4POTtyZycUlg,192.168.1.132,36828,216.239.35.12,123,udp,-,0.269593,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540490524.903913,C7a0fo4aeQEAcR6ELg,192.168.1.132,57018,52.209.221.67,80,tcp,http,0.088448,1847,1539,SF,-,-,0,ShADadtfF,7,2151,7,1831,-   benign   -
1540490524.995609,CHQW2S1g0RRUqhlf1e,192.168.1.132,60616,52.215.95.120,80,tcp,http,0.117684,1847,791,SF,-,-,0,ShADadfF,6,2099,6,1035,-   benign   -
1540490524.793988,Ccg0Dq1BituP0Mc8p1,192.168.1.132,57901,192.168.1.1,53,udp,dns,0.104681,37,179,SF,-,-,0,Dd,1,65,1,207,-   benign   -
1540490524.899415,C1hPAj4B3gxSoZcZAf,192.168.1.132,48314,192.168.1.1,53,udp,dns,0.004001,37,442,SF,-,-,0,Dd,1,65,1,470,-   benign   -
1540490524.993612,C2OhoL3ohg094dUg84,192.168.1.132,53697,192.168.1.1,53,udp,dns,0.000499,37,100,SF,-,-,0,Dd,1,65,1,128,-   benign   -
1540490524.994611,CzNN9B3s4yN48s6WQ9,192.168.1.132,39510,192.168.1.1,53,udp,dns,0.000500,37,132,SF,-,-,0,Dd,1,65,1,160,-   benign   -
1540490536.458332,CxVm4N1PbGn0oQmOCe,192.168.1.132,56625,2.16.60.139,443,tcp,-,0.003497,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
1540490536.350648,CpKVzJ3HcLpDnibefi,192.168.1.132,45663,192.168.1.1,53,udp,dns,0.107187,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540491436.497405,C01r7XD1pGjqxMXv7,192.168.1.132,56626,2.16.60.139,443,tcp,-,0.003499,0,0,SF,-,-,0,ShAFf,5,212,3,144,-   benign   -
1540491382.794088,CbBRSA38Lg82lIoH61,192.168.1.132,58235,216.239.35.0,123,udp,-,0.111674,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540491436.460685,CpT6pa41CehhfUWQL,192.168.1.132,50794,192.168.1.1,53,udp,dns,0.036223,34,297,SF,-,-,0,Dd,1,62,1,325,-   benign   -
1540491498.006042,C0rbZf11OXwLj4JRyb,192.168.1.132,38244,216.239.35.8,123,udp,-,0.016984,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540491670.122798,CSwgVt1dqVze1DaRW5,192.168.1.132,44717,216.239.35.4,123,udp,-,0.114192,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540492115.335041,Ck4YJ43NRAwLCAANha,192.168.1.132,34847,216.239.35.12,123,udp,-,0.270346,48,48,SF,-,-,0,Dd,1,76,1,76,-   benign   -
1540492336.607562,CBpp572MJBNktVasdj,192.168.1.132,56627,2.16.60.139,443,tcp,-,0.003748,0,0,SF,-,-,0,ShAFf,4,172,2,92,-   benign   -
